BaitID	Domain	Level	Target	RegionOffset	BaitOffset	Tm	Gene	GeneOffset	Method	Source
VS012-021-3	Virus	Species	Mastadenovirus_HAdV-C	15183	11	83.28	L4_1	1410	Pseudo-Organism	Target
VS012-021-4	Virus	Species	Mastadenovirus_HAdV-C	15183	16	83.28	L4_1	1415	Pseudo-Organism	Target
VS012-022-1	Virus	Species	Mastadenovirus_HAdV-C	15804	0	88.12	L4_1	2020	Pseudo-Organism	Target
VS012-023-1	Virus	Species	Mastadenovirus_HAdV-C	2024	0	82.39	L3_2	2023	Pseudo-Organism	Target
VS012-023-2	Virus	Species	Mastadenovirus_HAdV-C	2024	5	82.39	L3_2	2028	Pseudo-Organism	Target
VS012-023-3	Virus	Species	Mastadenovirus_HAdV-C	2024	10	82.39	L3_2	2033	Pseudo-Organism	Target
VS012-023-4	Virus	Species	Mastadenovirus_HAdV-C	2024	15	82.39	L3_2	2038	Pseudo-Organism	Target
VS012-023-5	Virus	Species	Mastadenovirus_HAdV-C	2024	20	82.39	L3_2	2043	Pseudo-Organism	Target
VS012-024-1	Virus	Species	Mastadenovirus_HAdV-C	16080	0	87.35	L4_1	2296	Pseudo-Organism	Target
VS012-024-2	Virus	Species	Mastadenovirus_HAdV-C	16080	5	87.35	L4_1	2301	Pseudo-Organism	Target
VS012-024-3	Virus	Species	Mastadenovirus_HAdV-C	16080	10	87.35	L4_1	2306	Pseudo-Organism	Target
VS012-024-4	Virus	Species	Mastadenovirus_HAdV-C	16080	15	87.35	L4_1	2311	Pseudo-Organism	Target
VS012-024-5	Virus	Species	Mastadenovirus_HAdV-C	16080	20	87.35	L4_1	2316	Pseudo-Organism	Target
VS012-025-1	Virus	Species	Mastadenovirus_HAdV-C	10604	0	81.10	IX	258	Pseudo-Organism	Target
VS012-025-2	Virus	Species	Mastadenovirus_HAdV-C	10604	5	81.10	IX	263	Pseudo-Organism	Target
VS012-025-3	Virus	Species	Mastadenovirus_HAdV-C	10604	10	81.10	IX	268	Pseudo-Organism	Target
VS012-025-4	Virus	Species	Mastadenovirus_HAdV-C	10604	15	81.10	IX	273	Pseudo-Organism	Target
VS012-025-5	Virus	Species	Mastadenovirus_HAdV-C	10604	20	81.10	IX	278	Pseudo-Organism	Target
VS012-026-1	Virus	Species	Mastadenovirus_HAdV-C	10888	0	78.60	E1B_2	118	Pseudo-Organism	Target
VS012-026-2	Virus	Species	Mastadenovirus_HAdV-C	10888	5	78.60	E1B_2	123	Pseudo-Organism	Target
VS012-026-3	Virus	Species	Mastadenovirus_HAdV-C	10888	10	78.60	E1B_2	128	Pseudo-Organism	Target
VS012-026-4	Virus	Species	Mastadenovirus_HAdV-C	10888	15	78.60	E1B_2	133	Pseudo-Organism	Target
VS012-026-5	Virus	Species	Mastadenovirus_HAdV-C	10888	20	78.60	E1B_2	138	Pseudo-Organism	Target
VS012-027-1	Virus	Species	Mastadenovirus_HAdV-C	5875	2	87.03	L1_2	1247	Pseudo-Organism	Target
VS012-028-1	Virus	Species	Mastadenovirus_HAdV-C	13927	0	80.54	L4_1	143	Pseudo-Organism	Target
VS012-028-2	Virus	Species	Mastadenovirus_HAdV-C	13927	5	80.54	L4_1	148	Pseudo-Organism	Target
VS012-028-3	Virus	Species	Mastadenovirus_HAdV-C	13927	10	80.54	L4_1	153	Pseudo-Organism	Target
VS012-028-4	Virus	Species	Mastadenovirus_HAdV-C	13927	15	80.54	L4_1	158	Pseudo-Organism	Target
VS012-028-5	Virus	Species	Mastadenovirus_HAdV-C	13927	20	80.54	L4_1	163	Pseudo-Organism	Target
VS012-029-1	Virus	Species	Mastadenovirus_HAdV-C	10862	0	81.31	E1B_2	92	Pseudo-Organism	Target
VS012-029-2	Virus	Species	Mastadenovirus_HAdV-C	10862	5	81.31	E1B_2	97	Pseudo-Organism	Target
VS012-029-3	Virus	Species	Mastadenovirus_HAdV-C	10862	10	81.31	E1B_2	102	Pseudo-Organism	Target
VS012-029-4	Virus	Species	Mastadenovirus_HAdV-C	10862	15	81.31	E1B_2	107	Pseudo-Organism	Target
VS012-029-5	Virus	Species	Mastadenovirus_HAdV-C	10862	20	81.31	E1B_2	112	Pseudo-Organism	Target
VS012-030-1	Virus	Species	Mastadenovirus_HAdV-C	14618	0	84.89	L4_1	834	Pseudo-Organism	Target
VS012-030-2	Virus	Species	Mastadenovirus_HAdV-C	14618	5	84.89	L4_1	839	Pseudo-Organism	Target
VS012-030-3	Virus	Species	Mastadenovirus_HAdV-C	14618	10	84.89	L4_1	844	Pseudo-Organism	Target
VS012-030-4	Virus	Species	Mastadenovirus_HAdV-C	14618	15	84.89	L4_1	849	Pseudo-Organism	Target
VS012-030-5	Virus	Species	Mastadenovirus_HAdV-C	14618	20	84.89	L4_1	854	Pseudo-Organism	Target
VS012-031-1	Virus	Species	Mastadenovirus_HAdV-C	13164	0	78.28	L2_1	1091	Pseudo-Organism	Target
VS012-031-2	Virus	Species	Mastadenovirus_HAdV-C	13164	5	78.28	L2_1	1096	Pseudo-Organism	Target
VS012-031-3	Virus	Species	Mastadenovirus_HAdV-C	13164	10	78.28	L2_1	1101	Pseudo-Organism	Target
VS012-031-4	Virus	Species	Mastadenovirus_HAdV-C	13164	15	78.28	L2_1	1106	Pseudo-Organism	Target
VS012-031-5	Virus	Species	Mastadenovirus_HAdV-C	13164	20	78.28	L2_1	1111	Pseudo-Organism	Target
VS012-032-1	Virus	Species	Mastadenovirus_HAdV-C	10836	0	82.87	E1B_2	66	Pseudo-Organism	Target
VS012-032-2	Virus	Species	Mastadenovirus_HAdV-C	10836	5	82.87	E1B_2	71	Pseudo-Organism	Target
VS012-032-3	Virus	Species	Mastadenovirus_HAdV-C	10836	10	82.87	E1B_2	76	Pseudo-Organism	Target
VS012-032-4	Virus	Species	Mastadenovirus_HAdV-C	10836	15	82.87	E1B_2	81	Pseudo-Organism	Target
VS012-032-5	Virus	Species	Mastadenovirus_HAdV-C	10836	20	82.87	E1B_2	86	Pseudo-Organism	Target
VS012-033-1	Virus	Species	Mastadenovirus_HAdV-C	5835	0	82.51	L1_2	1205	Pseudo-Organism	Target
VS012-033-2	Virus	Species	Mastadenovirus_HAdV-C	5835	5	82.51	L1_2	1210	Pseudo-Organism	Target
VS012-034-1	Virus	Species	Mastadenovirus_HAdV-C	13875	0	81.85	L4_1	91	Pseudo-Organism	Target
VS012-034-2	Virus	Species	Mastadenovirus_HAdV-C	13875	5	81.85	L4_1	96	Pseudo-Organism	Target
VS012-034-3	Virus	Species	Mastadenovirus_HAdV-C	13875	10	81.85	L4_1	101	Pseudo-Organism	Target
VS012-034-4	Virus	Species	Mastadenovirus_HAdV-C	13875	15	81.85	L4_1	106	Pseudo-Organism	Target
VS012-034-5	Virus	Species	Mastadenovirus_HAdV-C	13875	20	81.85	L4_1	111	Pseudo-Organism	Target
VS012-035-1	Virus	Species	Mastadenovirus_HAdV-C	13017	0	86.53	L2_1	944	Pseudo-Organism	Target
VS012-035-2	Virus	Species	Mastadenovirus_HAdV-C	13017	5	86.53	L2_1	949	Pseudo-Organism	Target
VS012-035-3	Virus	Species	Mastadenovirus_HAdV-C	13017	10	86.53	L2_1	954	Pseudo-Organism	Target
VS012-035-4	Virus	Species	Mastadenovirus_HAdV-C	13017	15	86.53	L2_1	959	Pseudo-Organism	Target
VS012-035-5	Virus	Species	Mastadenovirus_HAdV-C	13017	20	86.53	L2_1	964	Pseudo-Organism	Target
VS012-036-1	Virus	Species	Mastadenovirus_HAdV-C	3569	0	86.10	L2_3	696	Pseudo-Organism	Target
VS012-036-2	Virus	Species	Mastadenovirus_HAdV-C	3569	5	86.10	L2_3	701	Pseudo-Organism	Target
VS012-036-3	Virus	Species	Mastadenovirus_HAdV-C	3569	10	86.10	L2_3	706	Pseudo-Organism	Target
VS012-036-4	Virus	Species	Mastadenovirus_HAdV-C	3569	15	86.10	L2_3	711	Pseudo-Organism	Target
VS012-036-5	Virus	Species	Mastadenovirus_HAdV-C	3569	20	86.10	L2_3	716	Pseudo-Organism	Target
VS012-037-1	Virus	Species	Mastadenovirus_HAdV-C	3813	0	86.51	L2_3	940	Pseudo-Organism	Target
VS012-037-2	Virus	Species	Mastadenovirus_HAdV-C	3813	5	86.51	L2_3	945	Pseudo-Organism	Target
VS012-037-3	Virus	Species	Mastadenovirus_HAdV-C	3813	10	86.51	L2_3	950	Pseudo-Organism	Target
VS012-037-4	Virus	Species	Mastadenovirus_HAdV-C	3813	15	86.51	L2_3	955	Pseudo-Organism	Target
VS012-037-5	Virus	Species	Mastadenovirus_HAdV-C	3813	20	86.51	L2_3	960	Pseudo-Organism	Target
VS012-038-1	Virus	Species	Mastadenovirus_HAdV-C	16002	0	82.17	L4_1	2218	Pseudo-Organism	Target
VS012-038-2	Virus	Species	Mastadenovirus_HAdV-C	16002	5	82.17	L4_1	2223	Pseudo-Organism	Target
VS012-038-3	Virus	Species	Mastadenovirus_HAdV-C	16002	10	82.17	L4_1	2228	Pseudo-Organism	Target
VS012-038-4	Virus	Species	Mastadenovirus_HAdV-C	16002	15	82.17	L4_1	2233	Pseudo-Organism	Target
VS012-038-5	Virus	Species	Mastadenovirus_HAdV-C	16002	20	82.17	L4_1	2238	Pseudo-Organism	Target
VS012-039-1	Virus	Species	Mastadenovirus_HAdV-C	13138	0	83.25	L2_1	1065	Pseudo-Organism	Target
VS012-039-2	Virus	Species	Mastadenovirus_HAdV-C	13138	5	83.25	L2_1	1070	Pseudo-Organism	Target
VS012-039-3	Virus	Species	Mastadenovirus_HAdV-C	13138	10	83.25	L2_1	1075	Pseudo-Organism	Target
VS012-039-4	Virus	Species	Mastadenovirus_HAdV-C	13138	15	83.25	L2_1	1080	Pseudo-Organism	Target
VS012-039-5	Virus	Species	Mastadenovirus_HAdV-C	13138	20	83.25	L2_1	1085	Pseudo-Organism	Target
VS012-040-1	Virus	Species	Mastadenovirus_HAdV-C	12991	0	86.56	L2_1	918	Pseudo-Organism	Target
VS012-040-2	Virus	Species	Mastadenovirus_HAdV-C	12991	5	86.56	L2_1	923	Pseudo-Organism	Target
VS012-040-3	Virus	Species	Mastadenovirus_HAdV-C	12991	10	86.56	L2_1	928	Pseudo-Organism	Target
VS012-040-4	Virus	Species	Mastadenovirus_HAdV-C	12991	15	86.56	L2_1	933	Pseudo-Organism	Target
VS012-040-5	Virus	Species	Mastadenovirus_HAdV-C	12991	20	86.56	L2_1	938	Pseudo-Organism	Target
VS012-041-1	Virus	Species	Mastadenovirus_HAdV-C	15864	0	88.57	L4_1	2080	Pseudo-Organism	Target
VS012-041-2	Virus	Species	Mastadenovirus_HAdV-C	15864	5	88.57	L4_1	2085	Pseudo-Organism	Target
VS012-041-3	Virus	Species	Mastadenovirus_HAdV-C	15864	10	88.57	L4_1	2090	Pseudo-Organism	Target
VS012-041-4	Virus	Species	Mastadenovirus_HAdV-C	15864	15	88.57	L4_1	2095	Pseudo-Organism	Target
VS012-041-5	Virus	Species	Mastadenovirus_HAdV-C	15864	20	88.57	L4_1	2100	Pseudo-Organism	Target
VS012-042-1	Virus	Species	Mastadenovirus_HAdV-C	7601	0	87.16	L1_1	31	Pseudo-Organism	Target
VS012-042-2	Virus	Species	Mastadenovirus_HAdV-C	7601	5	87.16	L1_1	36	Pseudo-Organism	Target
VS012-042-3	Virus	Species	Mastadenovirus_HAdV-C	7601	10	87.16	L1_1	41	Pseudo-Organism	Target
VS012-042-4	Virus	Species	Mastadenovirus_HAdV-C	7601	15	87.16	L1_1	46	Pseudo-Organism	Target
VS012-042-5	Virus	Species	Mastadenovirus_HAdV-C	7601	20	87.16	L1_1	51	Pseudo-Organism	Target
VS012-043-1	Virus	Species	Mastadenovirus_HAdV-C	7633	0	87.62	L1_1	63	Pseudo-Organism	Target
VS012-043-2	Virus	Species	Mastadenovirus_HAdV-C	7633	5	87.62	L1_1	68	Pseudo-Organism	Target
VS012-043-3	Virus	Species	Mastadenovirus_HAdV-C	7633	10	87.62	L1_1	73	Pseudo-Organism	Target
VS012-043-4	Virus	Species	Mastadenovirus_HAdV-C	7633	15	87.62	L1_1	78	Pseudo-Organism	Target
VS012-043-5	Virus	Species	Mastadenovirus_HAdV-C	7633	20	87.62	L1_1	83	Pseudo-Organism	Target
VS012-044-1	Virus	Species	Mastadenovirus_HAdV-C	9620	0	87.87	L3_1	626	Pseudo-Organism	Target
VS012-044-2	Virus	Species	Mastadenovirus_HAdV-C	9620	5	87.87	L3_1	631	Pseudo-Organism	Target
VS012-044-3	Virus	Species	Mastadenovirus_HAdV-C	9620	10	87.87	L3_1	636	Pseudo-Organism	Target
VS012-045-1	Virus	Species	Mastadenovirus_HAdV-C	6891	1	87.75	E1B_1	506	Pseudo-Organism	Target
VS012-045-2	Virus	Species	Mastadenovirus_HAdV-C	6891	6	87.75	E1B_1	511	Pseudo-Organism	Target
VS012-045-3	Virus	Species	Mastadenovirus_HAdV-C	6891	11	87.75	E1B_1	516	Pseudo-Organism	Target
VS012-046-1	Virus	Species	Mastadenovirus_HAdV-C	3733	0	87.27	L2_3	860	Pseudo-Organism	Target
VS012-046-2	Virus	Species	Mastadenovirus_HAdV-C	3733	5	87.27	L2_3	865	Pseudo-Organism	Target
VS012-046-3	Virus	Species	Mastadenovirus_HAdV-C	3733	10	87.27	L2_3	870	Pseudo-Organism	Target
VS012-047-1	Virus	Species	Mastadenovirus_HAdV-C	8883	0	87.84	L2_4	64	Pseudo-Organism	Target
VS012-047-2	Virus	Species	Mastadenovirus_HAdV-C	8883	5	87.84	L2_4	69	Pseudo-Organism	Target
VS012-048-1	Virus	Species	Mastadenovirus_HAdV-C	3643	1	88.61	L2_3	771	Pseudo-Organism	Target
VS012-048-2	Virus	Species	Mastadenovirus_HAdV-C	3643	6	88.61	L2_3	776	Pseudo-Organism	Target
VS012-049-1	Virus	Species	Mastadenovirus_HAdV-C	15855	1	88.96	L4_1	2072	Pseudo-Organism	Target
VS012-049-2	Virus	Species	Mastadenovirus_HAdV-C	15855	6	88.96	L4_1	2077	Pseudo-Organism	Target
VS012-050-1	Virus	Species	Mastadenovirus_HAdV-C	8876	2	88.50	L2_4	59	Pseudo-Organism	Target
VS012-051-1	Virus	Species	Mastadenovirus_HAdV-C	13958	2	82.35	L4_1	176	Pseudo-Organism	Target
VS012-052-1	Virus	Species	Mastadenovirus_HAdV-C	3726	1	88.85	L2_3	854	Pseudo-Organism	Target
VS012-053-1	Virus	Species	Mastadenovirus_HAdV-C	9515	1	88.80	L3_1	522	Pseudo-Organism	Target
VS012-054-1	Virus	Species	Mastadenovirus_HAdV-C	5896	0	87.27	L1_2	1266	Pseudo-Organism	Target
VS012-055-1	Virus	Species	Mastadenovirus_HAdV-C	15891	0	89.82	L4_1	2107	Pseudo-Organism	Target
VS012-056-1	Virus	Species	Mastadenovirus_HAdV-C	15894	0	89.62	L4_1	2110	Pseudo-Organism	Target
VS012-057-1	Virus	Species	Mastadenovirus_HAdV-C	16110	0	89.07	L4_1	2326	Pseudo-Organism	Target
VG013-001-1	Virus	Genus	Gammaherpesvirinae	9726	0	86.71	BGLF5	1210	Pseudo-Organism	Target
VG013-001-2	Virus	Genus	Gammaherpesvirinae	9726	5	86.71	BGLF5	1215	Pseudo-Organism	Target
VG013-001-3	Virus	Genus	Gammaherpesvirinae	9726	10	86.71	BGLF5	1220	Pseudo-Organism	Target
VG013-001-4	Virus	Genus	Gammaherpesvirinae	9726	15	86.71	BGLF5	1225	Pseudo-Organism	Target
VG013-001-5	Virus	Genus	Gammaherpesvirinae	9726	20	86.71	BGLF5	1230	Pseudo-Organism	Target
VG013-002-1	Virus	Genus	Gammaherpesvirinae	9648	0	84.49	BGLF5	1132	Pseudo-Organism	Target
VG013-002-2	Virus	Genus	Gammaherpesvirinae	9648	5	84.49	BGLF5	1137	Pseudo-Organism	Target
VG013-002-3	Virus	Genus	Gammaherpesvirinae	9648	10	84.49	BGLF5	1142	Pseudo-Organism	Target
VG013-002-4	Virus	Genus	Gammaherpesvirinae	9648	15	84.49	BGLF5	1147	Pseudo-Organism	Target
VG013-002-5	Virus	Genus	Gammaherpesvirinae	9648	20	84.49	BGLF5	1152	Pseudo-Organism	Target
VG013-003-1	Virus	Genus	Gammaherpesvirinae	9622	0	84.78	BGLF5	1106	Pseudo-Organism	Target
VG013-003-2	Virus	Genus	Gammaherpesvirinae	9622	5	84.78	BGLF5	1111	Pseudo-Organism	Target
VG013-003-3	Virus	Genus	Gammaherpesvirinae	9622	10	84.78	BGLF5	1116	Pseudo-Organism	Target
VG013-003-4	Virus	Genus	Gammaherpesvirinae	9622	15	84.78	BGLF5	1121	Pseudo-Organism	Target
VG013-003-5	Virus	Genus	Gammaherpesvirinae	9622	20	84.78	BGLF5	1126	Pseudo-Organism	Target
VG013-004-1	Virus	Genus	Gammaherpesvirinae	9492	0	80.43	BGLF5	976	Pseudo-Organism	Target
VG013-004-2	Virus	Genus	Gammaherpesvirinae	9492	5	80.43	BGLF5	981	Pseudo-Organism	Target
VG013-004-3	Virus	Genus	Gammaherpesvirinae	9492	10	80.43	BGLF5	986	Pseudo-Organism	Target
VG013-004-4	Virus	Genus	Gammaherpesvirinae	9492	15	80.43	BGLF5	991	Pseudo-Organism	Target
VG013-004-5	Virus	Genus	Gammaherpesvirinae	9492	20	80.43	BGLF5	996	Pseudo-Organism	Target
VG013-005-1	Virus	Genus	Gammaherpesvirinae	17110	0	86.92	I4L	2197	Pseudo-Organism	Target
VG013-005-2	Virus	Genus	Gammaherpesvirinae	17110	5	86.92	I4L	2202	Pseudo-Organism	Target
VG013-005-3	Virus	Genus	Gammaherpesvirinae	17110	10	86.92	I4L	2207	Pseudo-Organism	Target
VG013-005-4	Virus	Genus	Gammaherpesvirinae	17110	15	86.92	I4L	2212	Pseudo-Organism	Target
VG013-005-5	Virus	Genus	Gammaherpesvirinae	17110	20	86.92	I4L	2217	Pseudo-Organism	Target
VG013-006-1	Virus	Genus	Gammaherpesvirinae	9466	0	80.68	BGLF5	950	Pseudo-Organism	Target
VG013-006-2	Virus	Genus	Gammaherpesvirinae	9466	5	80.68	BGLF5	955	Pseudo-Organism	Target
VG013-006-3	Virus	Genus	Gammaherpesvirinae	9466	10	80.68	BGLF5	960	Pseudo-Organism	Target
VG013-006-4	Virus	Genus	Gammaherpesvirinae	9466	15	80.68	BGLF5	965	Pseudo-Organism	Target
VG013-006-5	Virus	Genus	Gammaherpesvirinae	9466	20	80.68	BGLF5	970	Pseudo-Organism	Target
VG013-007-1	Virus	Genus	Gammaherpesvirinae	9440	1	83.17	BGLF5	925	Pseudo-Organism	Target
VG013-007-2	Virus	Genus	Gammaherpesvirinae	9440	6	83.17	BGLF5	930	Pseudo-Organism	Target
VG013-008-1	Virus	Genus	Gammaherpesvirinae	17032	0	81.44	I4L	2119	Pseudo-Organism	Target
VG013-008-2	Virus	Genus	Gammaherpesvirinae	17032	5	81.44	I4L	2124	Pseudo-Organism	Target
VG013-008-3	Virus	Genus	Gammaherpesvirinae	17032	10	81.44	I4L	2129	Pseudo-Organism	Target
VG013-008-4	Virus	Genus	Gammaherpesvirinae	17032	15	81.44	I4L	2134	Pseudo-Organism	Target
VG013-008-5	Virus	Genus	Gammaherpesvirinae	17032	20	81.44	I4L	2139	Pseudo-Organism	Target
VG013-009-1	Virus	Genus	Gammaherpesvirinae	9388	0	84.84	BGLF5	872	Pseudo-Organism	Target
VG013-009-2	Virus	Genus	Gammaherpesvirinae	9388	5	84.84	BGLF5	877	Pseudo-Organism	Target
VG013-009-3	Virus	Genus	Gammaherpesvirinae	9388	10	84.84	BGLF5	882	Pseudo-Organism	Target
VG013-009-4	Virus	Genus	Gammaherpesvirinae	9388	15	84.84	BGLF5	887	Pseudo-Organism	Target
VG013-009-5	Virus	Genus	Gammaherpesvirinae	9388	20	84.84	BGLF5	892	Pseudo-Organism	Target
VG013-010-1	Virus	Genus	Gammaherpesvirinae	17006	0	83.61	I4L	2093	Pseudo-Organism	Target
VG013-010-2	Virus	Genus	Gammaherpesvirinae	17006	5	83.61	I4L	2098	Pseudo-Organism	Target
VG013-010-3	Virus	Genus	Gammaherpesvirinae	17006	10	83.61	I4L	2103	Pseudo-Organism	Target
VG013-010-4	Virus	Genus	Gammaherpesvirinae	17006	15	83.61	I4L	2108	Pseudo-Organism	Target
VG013-010-5	Virus	Genus	Gammaherpesvirinae	17006	20	83.61	I4L	2113	Pseudo-Organism	Target
VG013-011-1	Virus	Genus	Gammaherpesvirinae	17004	0	86.84	I4L	2091	Pseudo-Organism	Target
VG013-012-1	Virus	Genus	Gammaherpesvirinae	9336	2	81.40	BGLF5	822	Pseudo-Organism	Target
VG013-012-2	Virus	Genus	Gammaherpesvirinae	9336	7	81.40	BGLF5	827	Pseudo-Organism	Target
VG013-012-3	Virus	Genus	Gammaherpesvirinae	9336	12	81.40	BGLF5	832	Pseudo-Organism	Target
VG013-013-1	Virus	Genus	Gammaherpesvirinae	16954	0	85.26	I4L	2041	Pseudo-Organism	Target
VG013-013-2	Virus	Genus	Gammaherpesvirinae	16954	5	85.26	I4L	2046	Pseudo-Organism	Target
VG013-013-3	Virus	Genus	Gammaherpesvirinae	16954	10	85.26	I4L	2051	Pseudo-Organism	Target
VG013-013-4	Virus	Genus	Gammaherpesvirinae	16954	15	85.26	I4L	2056	Pseudo-Organism	Target
VG013-013-5	Virus	Genus	Gammaherpesvirinae	16954	20	85.26	I4L	2061	Pseudo-Organism	Target
VG013-014-1	Virus	Genus	Gammaherpesvirinae	3544	0	79.26	BFLF2	806	Pseudo-Organism	Target
VG013-014-2	Virus	Genus	Gammaherpesvirinae	3544	5	79.26	BFLF2	811	Pseudo-Organism	Target
VG013-014-3	Virus	Genus	Gammaherpesvirinae	3544	10	79.26	BFLF2	816	Pseudo-Organism	Target
VG013-014-4	Virus	Genus	Gammaherpesvirinae	3544	15	79.26	BFLF2	821	Pseudo-Organism	Target
VG013-014-5	Virus	Genus	Gammaherpesvirinae	3544	20	79.26	BFLF2	826	Pseudo-Organism	Target
VG013-015-1	Virus	Genus	Gammaherpesvirinae	3494	1	84.34	BFLF2	757	Pseudo-Organism	Target
VG013-016-1	Virus	Genus	Gammaherpesvirinae	16824	0	86.44	I4L	1911	Pseudo-Organism	Target
VG013-016-2	Virus	Genus	Gammaherpesvirinae	16824	5	86.44	I4L	1916	Pseudo-Organism	Target
VG013-016-3	Virus	Genus	Gammaherpesvirinae	16824	10	86.44	I4L	1921	Pseudo-Organism	Target
VG013-016-4	Virus	Genus	Gammaherpesvirinae	16824	15	86.44	I4L	1926	Pseudo-Organism	Target
VG013-016-5	Virus	Genus	Gammaherpesvirinae	16824	20	86.44	I4L	1931	Pseudo-Organism	Target
VG013-017-1	Virus	Genus	Gammaherpesvirinae	10603	0	84.05	BILF1	673	Pseudo-Organism	Target
VG013-017-2	Virus	Genus	Gammaherpesvirinae	10603	5	84.05	BILF1	678	Pseudo-Organism	Target
VG013-018-1	Virus	Genus	Gammaherpesvirinae	15880	0	82.28	I4L	967	Pseudo-Organism	Target
VG013-018-2	Virus	Genus	Gammaherpesvirinae	15880	5	82.28	I4L	972	Pseudo-Organism	Target
VG013-018-3	Virus	Genus	Gammaherpesvirinae	15880	10	82.28	I4L	977	Pseudo-Organism	Target
VG013-018-4	Virus	Genus	Gammaherpesvirinae	15880	15	82.28	I4L	982	Pseudo-Organism	Target
VG013-018-5	Virus	Genus	Gammaherpesvirinae	15880	20	82.28	I4L	987	Pseudo-Organism	Target
VG013-019-1	Virus	Genus	Gammaherpesvirinae	13018	0	83.34	BILF2	622	Pseudo-Organism	Target
VG013-019-2	Virus	Genus	Gammaherpesvirinae	13018	5	83.34	BILF2	627	Pseudo-Organism	Target
VG013-019-3	Virus	Genus	Gammaherpesvirinae	13018	10	83.34	BILF2	632	Pseudo-Organism	Target
VG013-019-4	Virus	Genus	Gammaherpesvirinae	13018	15	83.34	BILF2	637	Pseudo-Organism	Target
VG013-019-5	Virus	Genus	Gammaherpesvirinae	13018	20	83.34	BILF2	642	Pseudo-Organism	Target
VG013-020-1	Virus	Genus	Gammaherpesvirinae	15854	0	84.15	I4L	941	Pseudo-Organism	Target
VG013-020-2	Virus	Genus	Gammaherpesvirinae	15854	5	84.15	I4L	946	Pseudo-Organism	Target
VG013-020-3	Virus	Genus	Gammaherpesvirinae	15854	10	84.15	I4L	951	Pseudo-Organism	Target
VG013-020-4	Virus	Genus	Gammaherpesvirinae	15854	15	84.15	I4L	956	Pseudo-Organism	Target
VG013-020-5	Virus	Genus	Gammaherpesvirinae	15854	20	84.15	I4L	961	Pseudo-Organism	Target
VG013-021-1	Virus	Genus	Gammaherpesvirinae	16720	0	82.83	I4L	1807	Pseudo-Organism	Target
VG013-021-2	Virus	Genus	Gammaherpesvirinae	16720	5	82.83	I4L	1812	Pseudo-Organism	Target
VG013-021-3	Virus	Genus	Gammaherpesvirinae	16720	10	82.83	I4L	1817	Pseudo-Organism	Target
VG013-021-4	Virus	Genus	Gammaherpesvirinae	16720	15	82.83	I4L	1822	Pseudo-Organism	Target
VG013-021-5	Virus	Genus	Gammaherpesvirinae	16720	20	82.83	I4L	1827	Pseudo-Organism	Target
VG013-022-1	Virus	Genus	Gammaherpesvirinae	3312	2	82.63	BFLF2	576	Pseudo-Organism	Target
VG013-022-2	Virus	Genus	Gammaherpesvirinae	3312	7	82.63	BFLF2	581	Pseudo-Organism	Target
VG013-023-1	Virus	Genus	Gammaherpesvirinae	562	0	80.26	DUT	561	Pseudo-Organism	Target
VG013-023-2	Virus	Genus	Gammaherpesvirinae	562	5	80.26	DUT	566	Pseudo-Organism	Target
VG013-023-3	Virus	Genus	Gammaherpesvirinae	562	10	80.26	DUT	571	Pseudo-Organism	Target
VG013-023-4	Virus	Genus	Gammaherpesvirinae	562	15	80.26	DUT	576	Pseudo-Organism	Target
VG013-023-5	Virus	Genus	Gammaherpesvirinae	562	20	80.26	DUT	581	Pseudo-Organism	Target
VG013-024-1	Virus	Genus	Gammaherpesvirinae	10458	0	84.60	BILF1	528	Pseudo-Organism	Target
VG013-024-2	Virus	Genus	Gammaherpesvirinae	10458	5	84.60	BILF1	533	Pseudo-Organism	Target
VG013-024-3	Virus	Genus	Gammaherpesvirinae	10458	10	84.60	BILF1	538	Pseudo-Organism	Target
VG013-024-4	Virus	Genus	Gammaherpesvirinae	10458	15	84.60	BILF1	543	Pseudo-Organism	Target
VG013-024-5	Virus	Genus	Gammaherpesvirinae	10458	20	84.60	BILF1	548	Pseudo-Organism	Target
VG013-025-1	Virus	Genus	Gammaherpesvirinae	510	0	86.11	DUT	509	Pseudo-Organism	Target
VG013-025-2	Virus	Genus	Gammaherpesvirinae	510	5	86.11	DUT	514	Pseudo-Organism	Target
VG013-025-3	Virus	Genus	Gammaherpesvirinae	510	10	86.11	DUT	519	Pseudo-Organism	Target
VG013-025-4	Virus	Genus	Gammaherpesvirinae	510	15	86.11	DUT	524	Pseudo-Organism	Target
VG013-025-5	Virus	Genus	Gammaherpesvirinae	510	20	86.11	DUT	529	Pseudo-Organism	Target
VG013-026-1	Virus	Genus	Gammaherpesvirinae	11494	0	87.34	BMRF1	624	Pseudo-Organism	Target
VG013-026-2	Virus	Genus	Gammaherpesvirinae	11494	5	87.34	BMRF1	629	Pseudo-Organism	Target
VG013-026-3	Virus	Genus	Gammaherpesvirinae	11494	10	87.34	BMRF1	634	Pseudo-Organism	Target
VG013-026-4	Virus	Genus	Gammaherpesvirinae	11494	15	87.34	BMRF1	639	Pseudo-Organism	Target
VG013-026-5	Virus	Genus	Gammaherpesvirinae	11494	20	87.34	BMRF1	644	Pseudo-Organism	Target
VG013-027-1	Virus	Genus	Gammaherpesvirinae	15750	1	83.36	I4L	838	Pseudo-Organism	Target
