BaitID	TaxID	TargetRegion	RegionPositon	GeneCluster	ClusterPosition
Bait01759	1508228	Reg00798	380	M_0019	380
Bait01760	1508228	Reg00798	381	M_0019	381
Bait01761	1508228	Reg00798	382	M_0019	382
Bait01762	1508228	Reg00798	383	M_0019	383
Bait01763	1508228	Reg00798	384	M_0019	384
Bait01764	694015	Reg03469	23428	1a_0000	8753
Bait01765	1503292	Reg00756	1904	S_0041	60
Bait01766	1503292	Reg00756	1905	S_0041	61
Bait01767	1159904	Reg00143	1045	N_0028	393
Bait01768	2509494	Reg01750	7605	rep_0005	5451
Bait01769	2509494	Reg01750	7606	rep_0005	5452
Bait01770	2509494	Reg01750	7607	rep_0005	5453
Bait01771	1159905	Reg00199	1558	S_0022	3116
Bait01772	1159905	Reg00199	1559	S_0022	3117
Bait01773	1503291	Reg00731	8041	1a_0036	1317
Bait01774	1503291	Reg00731	8042	1a_0036	1318
Bait01775	2509494	Reg01768	11270	1a_0013	1087
Bait01776	2509492	Reg01526	7384	rep_0010	4810
Bait01777	1503292	Reg00754	1726	N_0011	1035
Bait01778	1503292	Reg00754	1727	N_0011	1036
Bait01779	1503292	Reg00754	1728	N_0011	1037
Bait01780	1503292	Reg00754	1729	N_0011	1038
Bait01781	1159904	Reg00183	23728	1a_0008	10521
Bait01782	1159904	Reg00183	23729	1a_0008	10522
Bait01783	1159904	Reg00183	23730	1a_0008	10523
Bait01784	1159904	Reg00183	23731	1a_0008	10524
Bait01785	1159904	Reg00183	23732	1a_0008	10525
Bait01786	694006	Reg03130	1564	N_0025	894
Bait01787	694006	Reg03130	1565	N_0025	895
Bait01788	694006	Reg03130	1566	N_0025	896
Bait01789	694006	Reg03130	1567	N_0025	897
Bait01790	694006	Reg03130	1568	N_0025	898
Bait01791	694006	Reg03130	1569	N_0025	899
Bait01792	694006	Reg03130	1570	N_0025	900
Bait01793	694006	Reg03130	1571	N_0025	901
Bait01794	2509512	Reg02465	3272	1a_0027	2578
Bait01795	2509512	Reg02465	3273	1a_0027	2579
Bait01796	2509512	Reg02465	3274	1a_0027	2580
Bait01797	2509512	Reg02465	3275	1a_0027	2581
Bait01798	2509512	Reg02465	3276	1a_0027	2582
Bait01799	2509512	Reg02465	3277	1a_0027	2583
Bait01800	2509512	Reg02465	3278	1a_0027	2584
Bait01801	1503289	Reg00579	2219	N_0012	873
Bait01802	1503289	Reg00579	2220	N_0012	874
Bait01803	1503289	Reg00579	2221	N_0012	875
Bait01804	1503289	Reg00579	2222	N_0012	876
Bait01805	1503289	Reg00579	2223	N_0012	877
Bait01806	1503289	Reg00579	2224	N_0012	878
Bait01807	1503289	Reg00579	2225	N_0012	879
Bait01808	2509511	Reg02405	18573	1a_0018	8519
Bait01809	2509511	Reg02405	18574	1a_0018	8520
Bait01810	2509511	Reg02405	18575	1a_0018	8521
Bait01811	2509511	Reg02405	18576	1a_0018	8522
Bait01812	2509511	Reg02405	18577	1a_0018	8523
Bait01813	2509511	Reg02405	18578	1a_0018	8524
Bait01814	2509511	Reg02405	18579	1a_0018	8525
Bait01815	2509511	Reg02405	18580	1a_0018	8526
Bait01816	28295	Reg02591	3324	1a_0034	1318
Bait01817	28295	Reg02591	3325	1a_0034	1319
Bait01818	28295	Reg02591	3326	1a_0034	1320
Bait01819	28295	Reg02591	3327	1a_0034	1321
Bait01820	28295	Reg02591	3328	1a_0034	1322
Bait01821	28295	Reg02591	3329	1a_0034	1323
Bait01822	693999	Reg02784	4127	S_0036	2265
Bait01823	693999	Reg02784	4128	S_0036	2266
Bait01824	693999	Reg02784	4129	S_0036	2267
Bait01825	693999	Reg02784	4130	S_0036	2268
Bait01826	693999	Reg02784	4131	S_0036	2269
Bait01827	2509502	Reg02111	2050	rep_0008	2050
Bait01828	28295	Reg02570	1830	N_0007	1151
Bait01829	28295	Reg02570	1834	N_0007	1155
Bait01830	28295	Reg02570	1838	N_0007	1159
Bait01831	28295	Reg02570	1842	N_0007	1163
Bait01832	28295	Reg02570	1846	N_0007	1167
Bait01833	28295	Reg02570	1850	N_0007	1171
Bait01834	28295	Reg02570	1854	N_0007	1175
Bait01835	28295	Reg02570	1858	N_0007	1179
Bait01836	28295	Reg02570	1862	N_0007	1183
Bait01837	28295	Reg02570	1866	N_0007	1187
Bait01838	28295	Reg02570	1870	N_0007	1191
Bait01839	28295	Reg02570	1874	N_0007	1195
Bait01840	28295	Reg02570	1878	N_0007	1199
Bait01841	28295	Reg02570	1882	N_0007	1203
Bait01842	1159901	Reg00024	425	M_0004	425
Bait01843	1159901	Reg00024	426	M_0004	426
Bait01844	1541205	Reg00988	28323	1a_0017	12726
Bait01845	1541205	Reg00988	28329	1a_0017	12732
Bait01846	1541205	Reg00988	28335	1a_0017	12738
Bait01847	1541205	Reg00988	28341	1a_0017	12744
Bait01848	1541205	Reg00988	28347	1a_0017	12750
Bait01849	1541205	Reg00988	28353	1a_0017	12756
Bait01850	1541205	Reg00988	28359	1a_0017	12762
Bait01851	694008	Reg03306	6528	1a_0015	2215
Bait01852	694008	Reg03306	6529	1a_0015	2216
Bait01853	2509511	Reg02359	11965	1a_0018	1911
Bait01854	2509511	Reg02359	11966	1a_0018	1912
Bait01855	2509511	Reg02244	402	M_0013	170
Bait01856	2509511	Reg02244	403	M_0013	171
Bait01857	TXID30106882	Reg03490	412	S_0012	412
Bait01858	TXID30106882	Reg03490	414	S_0012	414
Bait01859	TXID30106882	Reg03490	416	S_0012	416
Bait01860	TXID30106882	Reg03490	418	S_0012	418
Bait01861	TXID30106882	Reg03490	420	S_0012	420
Bait01862	TXID30106882	Reg03490	422	S_0012	422
Bait01863	TXID30106882	Reg03490	424	S_0012	424
Bait01864	TXID30106882	Reg03490	426	S_0012	426
Bait01865	TXID30106882	Reg03490	428	S_0012	428
Bait01866	TXID30106882	Reg03490	430	S_0012	430
Bait01867	TXID30106882	Reg03490	432	S_0012	432
Bait01868	TXID30106882	Reg03490	434	S_0012	434
Bait01869	TXID30106882	Reg03490	436	S_0012	436
Bait01870	TXID30106882	Reg03490	438	S_0012	438
Bait01871	TXID30106882	Reg03490	440	S_0012	440
Bait01872	TXID30106882	Reg03490	442	S_0012	442
Bait01873	TXID30106882	Reg03490	444	S_0012	444
Bait01874	TXID30106882	Reg03490	446	S_0012	446
Bait01875	TXID30106882	Reg03490	448	S_0012	448
Bait01876	TXID30106882	Reg03490	450	S_0012	450
Bait01877	TXID30106882	Reg03490	452	S_0012	452
Bait01878	TXID30106882	Reg03490	454	S_0012	454
Bait01879	TXID30106882	Reg03490	456	S_0012	456
Bait01880	TXID30106882	Reg03490	458	S_0012	458
Bait01881	TXID30106882	Reg03490	460	S_0012	460
Bait01882	TXID30106882	Reg03490	462	S_0012	462
Bait01883	TXID30106882	Reg03490	464	S_0012	464
Bait01884	TXID30106882	Reg03490	466	S_0012	466
Bait01885	TXID30106882	Reg03490	468	S_0012	468
Bait01886	TXID30106882	Reg03490	470	S_0012	470
Bait01887	TXID30106882	Reg03490	472	S_0012	472
Bait01888	TXID30106882	Reg03490	474	S_0012	474
Bait01889	TXID30106882	Reg03490	476	S_0012	476
Bait01890	TXID30106882	Reg03490	478	S_0012	478
Bait01891	TXID30106882	Reg03490	480	S_0012	480
Bait01892	TXID30106882	Reg03490	482	S_0012	482
Bait01893	TXID30106882	Reg03490	484	S_0012	484
Bait01894	TXID30106882	Reg03490	486	S_0012	486
Bait01895	TXID30106882	Reg03490	488	S_0012	488
Bait01896	TXID30106882	Reg03490	490	S_0012	490
Bait01897	TXID30106882	Reg03490	492	S_0012	492
Bait01898	TXID30106882	Reg03490	494	S_0012	494
Bait01899	TXID30106882	Reg03490	496	S_0012	496
Bait01900	694005	Reg03074	14080	1a_0010	6172
Bait01901	694005	Reg03074	14098	1a_0010	6190
Bait01902	694005	Reg03074	14116	1a_0010	6208
Bait01903	694005	Reg03074	14134	1a_0010	6226
Bait01904	694005	Reg03074	14152	1a_0010	6244
Bait01905	694005	Reg03074	14170	1a_0010	6262
Bait01906	28295	Reg02605	4979	1a_0034	2973
Bait01907	1503289	Reg00604	7510	1a_0028	708
Bait01908	1503289	Reg00604	7511	1a_0028	709
Bait01909	694001	Reg02885	7289	1a_0032	1220
Bait01910	694001	Reg02885	7291	1a_0032	1222
Bait01911	694001	Reg02885	7293	1a_0032	1224
Bait01912	694001	Reg02885	7295	1a_0032	1226
Bait01913	694001	Reg02885	7297	1a_0032	1228
Bait01914	1384461	Reg00420	1874	N_0006	513
Bait01915	1384461	Reg00420	1892	N_0006	531
Bait01916	1384461	Reg00420	1910	N_0006	549
Bait01917	1384461	Reg00420	1928	N_0006	567
Bait01918	1384461	Reg00420	1946	N_0006	585
Bait01919	1384461	Reg00420	1964	N_0006	603
Bait01920	694006	Reg03240	17631	1a_0020	11727
Bait01921	2509492	Reg01481	4677	rep_0010	2103
Bait01922	694005	Reg03077	14543	1a_0010	6635
Bait01923	694005	Reg03077	14544	1a_0010	6636
Bait01924	1159908	Reg00308	9706	S_0030	85
Bait01925	1159908	Reg00308	9707	S_0030	86
Bait01926	1159908	Reg00308	9708	S_0030	87
Bait01927	1159908	Reg00308	9709	S_0030	88
Bait01928	1159908	Reg00308	9710	S_0030	89
Bait01929	1159908	Reg00308	9711	S_0030	90
Bait01930	1159908	Reg00308	9712	S_0030	91
Bait01931	1159908	Reg00308	9713	S_0030	92
Bait01932	1159908	Reg00308	9714	S_0030	93
Bait01933	TXID30106887	Reg03527	261	4b_0007	261
Bait01934	TXID30106887	Reg03527	262	4b_0007	262
Bait01935	TXID30106887	Reg03527	263	4b_0007	263
Bait01936	TXID30106887	Reg03527	264	4b_0007	264
Bait01937	1503291	Reg00678	2712	S_0043	102
Bait01938	1503291	Reg00678	2713	S_0043	103
Bait01939	1503291	Reg00678	2714	S_0043	104
Bait01940	1503291	Reg00678	2715	S_0043	105
Bait01941	1503291	Reg00678	2716	S_0043	106
Bait01942	694008	Reg03298	6051	1a_0015	1738
Bait01943	694008	Reg03298	6052	1a_0015	1739
Bait01944	694008	Reg03298	6053	1a_0015	1740
Bait01945	694008	Reg03298	6054	1a_0015	1741
Bait01946	694007	Reg03247	2509	S_0008	1598
Bait01947	694007	Reg03247	2510	S_0008	1599
Bait01948	694007	Reg03247	2511	S_0008	1600
Bait01949	694007	Reg03247	2512	S_0008	1601
Bait01950	694007	Reg03247	2513	S_0008	1602
Bait01951	694007	Reg03247	2514	S_0008	1603
Bait01952	694007	Reg03247	2515	S_0008	1604
Bait01953	694007	Reg03247	2516	S_0008	1605
Bait01954	694007	Reg03247	2517	S_0008	1606
Bait01955	1159903	Reg00083	81	S_0027	81
Bait01956	1159903	Reg00083	84	S_0027	84
Bait01957	1159903	Reg00083	87	S_0027	87
Bait01958	1159903	Reg00083	90	S_0027	90
Bait01959	1159903	Reg00083	93	S_0027	93
Bait01960	1159903	Reg00083	96	S_0027	96
Bait01961	1159903	Reg00083	99	S_0027	99
Bait01962	1159903	Reg00083	102	S_0027	102
Bait01963	1159903	Reg00083	105	S_0027	105
Bait01964	1159903	Reg00083	108	S_0027	108
Bait01965	1159903	Reg00083	111	S_0027	111
Bait01966	1159903	Reg00083	114	S_0027	114
Bait01967	1159903	Reg00083	117	S_0027	117
Bait01968	1159903	Reg00083	120	S_0027	120
Bait01969	1159903	Reg00083	123	S_0027	123
Bait01970	1159903	Reg00083	126	S_0027	126
Bait01971	1159903	Reg00083	129	S_0027	129
Bait01972	1159903	Reg00083	132	S_0027	132
Bait01973	1159903	Reg00083	135	S_0027	135
Bait01974	1159903	Reg00083	138	S_0027	138
Bait01975	1159903	Reg00083	141	S_0027	141
Bait01976	1159903	Reg00083	144	S_0027	144
Bait01977	1264898	Reg00397	820	S_0032	210
Bait01978	1503289	Reg00560	1111	M_0020	450
Bait01979	1503289	Reg00560	1112	M_0020	451
Bait01980	1503289	Reg00560	1113	M_0020	452
Bait01981	1503289	Reg00560	1114	M_0020	453
Bait01982	TXID30106887	Reg03586	7342	1a_0026	1375
Bait01983	TXID30106887	Reg03586	7343	1a_0026	1376
Bait01984	TXID30106887	Reg03586	7344	1a_0026	1377
Bait01985	TXID30106887	Reg03586	7345	1a_0026	1378
Bait01986	1385427	Reg00552	14890	1a_0016	8751
Bait01987	1385427	Reg00552	14891	1a_0016	8752
Bait01988	1385427	Reg00552	14892	1a_0016	8753
Bait01989	1385427	Reg00552	14893	1a_0016	8754
Bait01990	1385427	Reg00552	14894	1a_0016	8755
Bait01991	1385427	Reg00552	14895	1a_0016	8756
Bait01992	1385427	Reg00552	14896	1a_0016	8757
Bait01993	1385427	Reg00552	14897	1a_0016	8758
Bait01994	1385427	Reg00552	14898	1a_0016	8759
Bait01995	1385427	Reg00552	14899	1a_0016	8760
Bait01996	1385427	Reg00552	14900	1a_0016	8761
Bait01997	1385427	Reg00552	14901	1a_0016	8762
Bait01998	1385427	Reg00552	14902	1a_0016	8763
Bait01999	1385427	Reg00552	14903	1a_0016	8764
Bait02000	TXID30106882	Reg03503	1838	S_0012	1838
Bait02001	1503291	Reg00738	9761	1a_0036	3037
Bait02002	1503291	Reg00738	9762	1a_0036	3038
Bait02003	1503291	Reg00738	9763	1a_0036	3039
Bait02004	1503291	Reg00738	9764	1a_0036	3040
Bait02005	694008	Reg03300	6204	1a_0015	1891
Bait02006	2509494	Reg01743	7276	rep_0005	5122
Bait02007	2509494	Reg01743	7277	rep_0005	5123
Bait02008	2509494	Reg01743	7278	rep_0005	5124
Bait02009	2509494	Reg01743	7279	rep_0005	5125
Bait02010	2509494	Reg01743	7280	rep_0005	5126
Bait02011	2509494	Reg01743	7281	rep_0005	5127
Bait02012	2509494	Reg01743	7282	rep_0005	5128
Bait02013	2509494	Reg01743	7283	rep_0005	5129
Bait02014	694005	Reg03010	5233	S_0004	1460
Bait02015	694005	Reg03010	5238	S_0004	1465
Bait02016	694005	Reg03010	5243	S_0004	1470
Bait02017	694005	Reg03010	5248	S_0004	1475
Bait02018	694005	Reg03010	5253	S_0004	1480
Bait02019	1159907	Reg00245	3609	1a_0005	98
Bait02020	1159907	Reg00245	3610	1a_0005	99
Bait02021	1159907	Reg00245	3611	1a_0005	100
Bait02022	1159907	Reg00245	3612	1a_0005	101
Bait02023	1159907	Reg00245	3613	1a_0005	102
Bait02024	1159907	Reg00245	3614	1a_0005	103
Bait02025	1159907	Reg00245	3615	1a_0005	104
Bait02026	1159907	Reg00245	3616	1a_0005	105
Bait02027	1508224	Reg00793	1240	S_0018	414
Bait02028	1264898	Reg00392	716	S_0032	106
Bait02029	693999	Reg02794	6662	1a_0035	683
Bait02030	693999	Reg02794	6663	1a_0035	684
Bait02031	693999	Reg02794	6664	1a_0035	685
Bait02032	693999	Reg02794	6665	1a_0035	686
Bait02033	693999	Reg02794	6666	1a_0035	687
Bait02034	693999	Reg02794	6667	1a_0035	688
Bait02035	693999	Reg02794	6668	1a_0035	689
Bait02036	1541205	Reg00952	20367	1a_0017	4770
Bait02037	1541205	Reg00952	20368	1a_0017	4771
Bait02038	694008	Reg03333	8696	1a_0015	4383
Bait02039	694008	Reg03333	8697	1a_0015	4384
Bait02040	694008	Reg03333	8698	1a_0015	4385
Bait02041	694008	Reg03333	8699	1a_0015	4386
Bait02042	694008	Reg03333	8700	1a_0015	4387
Bait02043	694008	Reg03333	8701	1a_0015	4388
Bait02044	694008	Reg03333	8702	1a_0015	4389
Bait02045	694001	Reg02843	2085	S_0042	145
Bait02046	1892416	Reg01267	9581	1a_0019	3707
Bait02047	1892416	Reg01267	9582	1a_0019	3708
Bait02048	1892416	Reg01267	9583	1a_0019	3709
Bait02049	1892416	Reg01267	9584	1a_0019	3710
Bait02050	1892416	Reg01267	9585	1a_0019	3711
Bait02051	694005	Reg03000	4527	S_0004	754
Bait02052	694005	Reg03000	4528	S_0004	755
Bait02053	694005	Reg03000	4529	S_0004	756
Bait02054	694005	Reg03000	4530	S_0004	757
Bait02055	694005	Reg03000	4531	S_0004	758
Bait02056	694005	Reg03000	4532	S_0004	759
Bait02057	2509494	Reg01800	15570	1a_0013	5387
Bait02058	694006	Reg03186	7949	1a_0020	2045
Bait02059	694006	Reg03186	7950	1a_0020	2046
Bait02060	694006	Reg03186	7951	1a_0020	2047
Bait02061	694006	Reg03186	7952	1a_0020	2048
Bait02062	694006	Reg03186	7953	1a_0020	2049
Bait02063	694006	Reg03186	7954	1a_0020	2050
Bait02064	1892416	Reg01219	7384	1a_0019	1510
Bait02065	1892416	Reg01219	7385	1a_0019	1511
Bait02066	1892416	Reg01219	7386	1a_0019	1512
Bait02067	694001	Reg02912	9271	1a_0032	3202
Bait02068	1159904	Reg00179	23698	1a_0008	10491
Bait02069	1159904	Reg00179	23699	1a_0008	10492
Bait02070	1159904	Reg00179	23700	1a_0008	10493
Bait02071	1892416	Reg01114	1858	N_0024	1191
Bait02072	290028	Reg02643	6894	1a_0011	83
Bait02073	290028	Reg02643	6895	1a_0011	84
Bait02074	1503289	Reg00602	7158	1a_0028	356
Bait02075	2509494	Reg01822	22784	1a_0013	12601
Bait02076	2509494	Reg01822	22785	1a_0013	12602
Bait02077	2509494	Reg01822	22786	1a_0013	12603
Bait02078	2509494	Reg01822	22787	1a_0013	12604
Bait02079	1541205	Reg00986	27565	1a_0017	11968
Bait02080	1541205	Reg00986	27566	1a_0017	11969
Bait02081	1541205	Reg00986	27567	1a_0017	11970
Bait02082	1541205	Reg00986	27568	1a_0017	11971
Bait02083	1541205	Reg00986	27569	1a_0017	11972
Bait02084	1541205	Reg00986	27570	1a_0017	11973
Bait02085	28295	Reg02630	8434	1a_0034	6428
Bait02086	28295	Reg02630	8435	1a_0034	6429
Bait02087	28295	Reg02630	8436	1a_0034	6430
Bait02088	28295	Reg02630	8437	1a_0034	6431
Bait02089	694001	Reg02908	9234	1a_0032	3165
Bait02090	694001	Reg02908	9235	1a_0032	3166
Bait02091	2509502	Reg02236	7842	rep_0008	7842
Bait02092	2509502	Reg02236	7860	rep_0008	7860
Bait02093	2509502	Reg02236	7878	rep_0008	7878
Bait02094	2509502	Reg02236	7896	rep_0008	7896
Bait02095	2509502	Reg02236	7914	rep_0008	7914
Bait02096	2509502	Reg02236	7932	rep_0008	7932
Bait02097	2509502	Reg02236	7950	rep_0008	7950
Bait02098	1384461	Reg00464	7895	1a_0033	1159
Bait02099	1503292	Reg00768	13735	1a_0030	7777
Bait02100	1503292	Reg00768	13736	1a_0030	7778
Bait02101	1503292	Reg00768	13737	1a_0030	7779
Bait02102	1503292	Reg00768	13738	1a_0030	7780
Bait02103	1503292	Reg00768	13739	1a_0030	7781
Bait02104	1503292	Reg00768	13740	1a_0030	7782
Bait02105	1503292	Reg00768	13741	1a_0030	7783
Bait02106	1503292	Reg00768	13742	1a_0030	7784
Bait02107	1503292	Reg00768	13743	1a_0030	7785
Bait02108	1503292	Reg00768	13744	1a_0030	7786
Bait02109	1541205	Reg00941	18723	1a_0017	3126
Bait02110	1541205	Reg00941	18741	1a_0017	3144
Bait02111	1541205	Reg00941	18759	1a_0017	3162
Bait02112	1541205	Reg00941	18777	1a_0017	3180
Bait02113	1541205	Reg00941	18795	1a_0017	3198
Bait02114	1541205	Reg00941	18813	1a_0017	3216
Bait02115	1541205	Reg00901	15598	1a_0017	1
Bait02116	1541205	Reg00901	15599	1a_0017	2
Bait02117	28295	Reg02604	4961	1a_0034	2955
Bait02118	1892416	Reg01247	8562	1a_0019	2688
Bait02119	1892416	Reg01247	8563	1a_0019	2689
Bait02120	1159904	Reg00163	14075	1a_0008	868
Bait02121	393767	Reg02649	100	N_0014	100
Bait02122	393767	Reg02649	101	N_0014	101
Bait02123	393767	Reg02649	102	N_0014	102
Bait02124	1159905	Reg00194	799	S_0022	799
Bait02125	1159905	Reg00194	800	S_0022	800
Bait02126	1159905	Reg00194	801	S_0022	801
Bait02127	1159905	Reg00194	802	S_0022	802
Bait02128	1159905	Reg00194	803	S_0022	803
Bait02129	1159905	Reg00194	804	S_0022	804
Bait02130	1159905	Reg00194	805	S_0022	805
Bait02131	1159905	Reg00194	806	S_0022	806
Bait02132	1159905	Reg00194	807	S_0022	807
Bait02133	1159905	Reg00194	808	S_0022	808
Bait02134	1159903	Reg00116	2631	S_0027	2631
Bait02135	1159903	Reg00116	2632	S_0027	2632
Bait02136	1159903	Reg00116	2633	S_0027	2633
Bait02137	1159903	Reg00116	2634	S_0027	2634
Bait02138	1159903	Reg00116	2635	S_0027	2635
Bait02139	1159903	Reg00116	2636	S_0027	2636
Bait02140	1159903	Reg00116	2637	S_0027	2637
Bait02141	1159903	Reg00116	2638	S_0027	2638
Bait02142	1159903	Reg00116	2639	S_0027	2639
Bait02143	1159903	Reg00116	2640	S_0027	2640
Bait02144	1590370	Reg01025	6637	1a_0012	448
Bait02145	2509494	Reg01742	7108	rep_0005	4954
Bait02146	2509494	Reg01742	7109	rep_0005	4955
Bait02147	1264898	Reg00405	3613	S_0032	3003
Bait02148	1264898	Reg00405	3614	S_0032	3004
Bait02149	TXID30106887	Reg03637	17917	1a_0026	11950
Bait02150	TXID30106887	Reg03637	17918	1a_0026	11951
Bait02151	TXID30106887	Reg03637	17919	1a_0026	11952
Bait02152	TXID30106887	Reg03637	17920	1a_0026	11953
Bait02153	TXID30106887	Reg03637	17921	1a_0026	11954
Bait02154	TXID30106887	Reg03637	17922	1a_0026	11955
Bait02155	TXID30106887	Reg03637	17923	1a_0026	11956
Bait02156	1892416	Reg01148	4093	S_0014	2093
Bait02157	694001	Reg02893	8454	1a_0032	2385
Bait02158	1920748	Reg01373	2204	S_0039	294
Bait02159	1920748	Reg01373	2205	S_0039	295
Bait02160	1920748	Reg01373	2206	S_0039	296
Bait02161	1920748	Reg01373	2207	S_0039	297
Bait02162	1159904	Reg00132	570	M_0005	570
Bait02163	1159904	Reg00132	571	M_0005	571
Bait02164	1159904	Reg00132	572	M_0005	572
Bait02165	1159904	Reg00132	573	M_0005	573
Bait02166	1159904	Reg00132	574	M_0005	574
Bait02167	1159904	Reg00132	575	M_0005	575
Bait02168	1159904	Reg00132	576	M_0005	576
Bait02169	2509492	Reg01449	987	M_0018	341
Bait02170	2509494	Reg01817	22058	1a_0013	11875
Bait02171	2509494	Reg01817	22059	1a_0013	11876
Bait02172	2509494	Reg01817	22060	1a_0013	11877
Bait02173	2509494	Reg01817	22061	1a_0013	11878
Bait02174	2509494	Reg01817	22062	1a_0013	11879
Bait02175	2509494	Reg01817	22063	1a_0013	11880
Bait02176	2509494	Reg01817	22064	1a_0013	11881
Bait02177	2509494	Reg01817	22065	1a_0013	11882
Bait02178	2509494	Reg01817	22066	1a_0013	11883
Bait02179	2509481	Reg01398	274	M_0007	18
Bait02180	1541205	Reg00909	15934	1a_0017	337
Bait02181	1541205	Reg00909	15935	1a_0017	338
Bait02182	1159901	Reg00038	1131	N_0027	473
Bait02183	1159901	Reg00038	1133	N_0027	475
Bait02184	1159901	Reg00038	1135	N_0027	477
Bait02185	1159901	Reg00038	1137	N_0027	479
Bait02186	1159901	Reg00038	1139	N_0027	481
Bait02187	1159901	Reg00038	1141	N_0027	483
Bait02188	1159901	Reg00038	1143	N_0027	485
Bait02189	1159901	Reg00038	1145	N_0027	487
Bait02190	1159901	Reg00038	1147	N_0027	489
Bait02191	1159901	Reg00038	1149	N_0027	491
Bait02192	1159901	Reg00038	1151	N_0027	493
Bait02193	1159901	Reg00038	1153	N_0027	495
Bait02194	1159901	Reg00038	1155	N_0027	497
Bait02195	1159901	Reg00038	1157	N_0027	499
Bait02196	1159901	Reg00038	1159	N_0027	501
Bait02197	1159901	Reg00038	1161	N_0027	503
Bait02198	1159901	Reg00038	1163	N_0027	505
Bait02199	1159901	Reg00038	1165	N_0027	507
Bait02200	1159901	Reg00038	1167	N_0027	509
Bait02201	1159901	Reg00038	1169	N_0027	511
Bait02202	1159901	Reg00038	1171	N_0027	513
Bait02203	1159901	Reg00038	1173	N_0027	515
Bait02204	1159901	Reg00038	1175	N_0027	517
Bait02205	1159901	Reg00038	1177	N_0027	519
Bait02206	1159901	Reg00038	1179	N_0027	521
Bait02207	1159901	Reg00038	1181	N_0027	523
Bait02208	1159901	Reg00038	1183	N_0027	525
Bait02209	1159901	Reg00038	1185	N_0027	527
Bait02210	1159901	Reg00038	1187	N_0027	529
Bait02211	1159901	Reg00038	1189	N_0027	531
Bait02212	1159901	Reg00038	1191	N_0027	533
Bait02213	1159901	Reg00038	1193	N_0027	535
Bait02214	1159901	Reg00038	1195	N_0027	537
Bait02215	1503289	Reg00633	13590	1a_0028	6788
Bait02216	1503289	Reg00633	13591	1a_0028	6789
Bait02217	1503289	Reg00633	13592	1a_0028	6790
Bait02218	1503289	Reg00633	13593	1a_0028	6791
Bait02219	2509492	Reg01632	16448	1a_0022	5831
Bait02220	2509492	Reg01632	16449	1a_0022	5832
Bait02221	2509492	Reg01632	16450	1a_0022	5833
Bait02222	2509492	Reg01632	16451	1a_0022	5834
Bait02223	2509492	Reg01632	16452	1a_0022	5835
Bait02224	2509492	Reg01632	16453	1a_0022	5836
Bait02225	2509492	Reg01632	16454	1a_0022	5837
Bait02226	2509492	Reg01632	16455	1a_0022	5838
Bait02227	2509481	Reg01407	1012	N_0017	61
Bait02228	2509481	Reg01407	1013	N_0017	62
Bait02229	2509481	Reg01407	1014	N_0017	63
Bait02230	2509481	Reg01407	1015	N_0017	64
Bait02231	2509481	Reg01407	1016	N_0017	65
Bait02232	2509481	Reg01407	1017	N_0017	66
Bait02233	2509481	Reg01407	1018	N_0017	67
Bait02234	2509481	Reg01407	1019	N_0017	68
Bait02235	2509481	Reg01407	1020	N_0017	69
Bait02236	2509481	Reg01407	1021	N_0017	70
Bait02237	2509481	Reg01407	1022	N_0017	71
Bait02238	2509481	Reg01407	1023	N_0017	72
Bait02239	2509481	Reg01407	1024	N_0017	73
Bait02240	2509481	Reg01407	1025	N_0017	74
Bait02241	2509481	Reg01407	1026	N_0017	75
Bait02242	2509481	Reg01407	1027	N_0017	76
Bait02243	2509481	Reg01407	1028	N_0017	77
Bait02244	2509481	Reg01407	1029	N_0017	78
Bait02245	1503289	Reg00596	6678	S_0044	4041
Bait02246	1503289	Reg00596	6679	S_0044	4042
Bait02247	1503289	Reg00596	6680	S_0044	4043
Bait02248	1503289	Reg00596	6681	S_0044	4044
Bait02249	1503289	Reg00596	6682	S_0044	4045
Bait02250	2509502	Reg02098	954	rep_0008	954
Bait02251	2509502	Reg02098	957	rep_0008	957
Bait02252	2509502	Reg02098	960	rep_0008	960
Bait02253	2509502	Reg02098	963	rep_0008	963
Bait02254	2509502	Reg02098	966	rep_0008	966
Bait02255	2509502	Reg02098	969	rep_0008	969
Bait02256	2509502	Reg02098	972	rep_0008	972
Bait02257	2509502	Reg02098	975	rep_0008	975
Bait02258	2509502	Reg02098	978	rep_0008	978
Bait02259	2509502	Reg02098	981	rep_0008	981
Bait02260	2509502	Reg02098	984	rep_0008	984
Bait02261	2509502	Reg02098	987	rep_0008	987
Bait02262	2509502	Reg02098	990	rep_0008	990
Bait02263	1541205	Reg00899	15143	S_0016	903
Bait02264	1541205	Reg00899	15148	S_0016	908
Bait02265	1541205	Reg00899	15153	S_0016	913
Bait02266	1541205	Reg00899	15158	S_0016	918
Bait02267	1541205	Reg00899	15163	S_0016	923
Bait02268	1541205	Reg00899	15168	S_0016	928
Bait02269	1541205	Reg00899	15173	S_0016	933
Bait02270	1541205	Reg00899	15178	S_0016	938
Bait02271	1541205	Reg00899	15183	S_0016	943
Bait02272	1159907	Reg00238	424	S_0025	424
Bait02273	1590370	Reg01066	11394	1a_0012	5205
Bait02274	1590370	Reg01066	11398	1a_0012	5209
Bait02275	1590370	Reg01066	11402	1a_0012	5213
Bait02276	1590370	Reg01066	11406	1a_0012	5217
Bait02277	1590370	Reg01066	11410	1a_0012	5221
